,video,mos,mos_ci95,dmos
58,TNFF_HEVC_SFR_396p_600K_144,32.25651338641112,4.898604059054568,-38.18031426011773
59,Cricket2_AVC_SFR_396p_400K_90,30.2259095846611,5.282862723069536,-34.28440085680609
60,EPLNight_AVC_HFR_396p_600K_0,33.8852207549016,4.78541490287127,-52.04766660951146
61,USOpen_AVC_HFR_540p_1300K_0,57.146811827622756,4.951512985447131,-11.89013667266694
62,EPLNight_AVC_HFR_540p_1300K_0,55.562739516829005,4.78541490287127,-30.370147847584057
63,TNFNFL_HEVC_HFR_396p_600K_0,24.642328533334258,4.837689528874133,-47.15335387197961
64,USOpen_HEVC_SFR_288p_300K_166,28.25020262686666,4.745119983199725,-50.965363773282256
65,TNFF_HEVC_HFR_396p_900K_16,37.16443609624309,4.879446110401572,-45.52490701364494
66,USOpen_AVC_SFR_396p_800K_166,39.351741455714034,4.847310232950434,-39.86382494443488
67,EPLNight_AVC_SFR_396p_800K_0,36.671404089073754,4.684033219828883,-49.26148327533931
68,TNFF_AVC_HFR_540p_1900K_16,53.874874794550955,4.879446110401572,-28.814468315337074
69,EPLDay_AVC_SFR_540p_1800K_0,50.54616934655543,4.59051422923451,-40.9775936642408
70,Cricket1_HEVC_HFR_288p_300K_86,21.32547976011036,5.416079997031539,-43.328375688933804
71,USOpen_HEVC_HFR_396p_900K_0,43.81529186467678,4.951512985447131,-25.221656635612916
72,TNFF_HEVC_HFR_396p_900K_144,33.48693332382947,4.898604059054568,-36.949894322699386
73,USOpen_AVC_SFR_540p_1800K_0,52.38321010084131,4.847977067638649,-16.653738399448386
74,Cricket2_SRC_SRC_SRC_SRC_90,64.51031044146718,5.065267331847606,0.0
75,EPLDay_HEVC_SFR_396p_900K_8,35.4753969976033,4.401967539282282,-57.01713966426679
76,Cricket2_AVC_HFR_396p_600K_90,29.189875780191294,5.065267331847606,-35.32043466127589
77,EPLNight_HEVC_SFR_540p_1100K_0,52.86184885327904,4.684033219828883,-33.07103851113402
78,Cricket1_AVC_SFR_720p_2000K_86,53.9117092792543,5.530671288550998,-10.742146169789855
79,TNFF_AVC_HFR_396p_600K_16,34.034920179415806,4.879446110401572,-48.65442293047222
80,EPLDay_HEVC_SFR_540p_1100K_0,50.30921985671192,4.59051422923451,-41.21454315408431
81,EPLDay_HEVC_SFR_396p_600K_8,34.12312091051112,4.303615345333289,-58.36941575135897
82,EPLDay_HEVC_HFR_540p_1100K_0,45.346929966199106,4.59051422923451,-46.176833044597124
83,Cricket1_AVC_SFR_540p_1800K_86,53.06124210712842,5.416079997031539,-11.592613341915737
84,TNFNFL_HEVC_SFR_540p_1900K_0,53.41336998335459,4.7356244335804325,-18.382312421959277
85,EPLDay_HEVC_SFR_720p_2200K_0,70.76620644080087,4.59051422923451,-20.75755656999536
86,USOpen_HEVC_HFR_720p_2200K_166,73.86522206751718,4.847310232950434,-5.350344332631735
87,TNFF_AVC_SFR_540p_1200K_144,40.26514864290725,4.7957493343619735,-30.171679003621605
88,USOpen_AVC_SFR_540p_1200K_0,54.169768970257074,4.847977067638649,-14.867179530032622
89,Cricket1_HEVC_HFR_396p_900K_86,33.096416337025055,5.416079997031539,-31.557439112019104
90,EPLDay_HEVC_HFR_540p_1100K_8,51.97653366084123,4.303615345333289,-40.516003001028864
91,TNFNFL_HEVC_SFR_288p_300K_0,16.473237351060657,4.7356244335804325,-55.32244505425321
92,TNFF_HEVC_SFR_396p_600K_16,36.5488255551123,4.9833907792904,-46.14051755477573
93,USOpen_AVC_SFR_720p_2000K_0,63.01942300362638,4.951512985447131,-6.017525496663318
94,Cricket2_HEVC_SFR_720p_2200K_90,57.21096286901306,5.065267331847606,-7.299347572454124
95,TNFNFL_HEVC_SFR_540p_1100K_0,47.51279253144667,4.944309372679157,-24.282889873867198
96,TNFF_HEVC_SFR_540p_1900K_16,62.42559568218932,4.879446110401572,-20.26374742769871
97,EPLNight_HEVC_SFR_720p_2200K_0,68.86964521533992,4.684033219828883,-17.063242149073147
98,Cricket2_AVC_HFR_720p_2200K_90,52.85855183786118,5.065267331847606,-11.651758603606005
99,Cricket1_HEVC_SFR_720p_2200K_86,62.3826092219917,5.306634043328453,-2.2712462270524583
100,USOpen_AVC_SFR_540p_1200K_166,55.05107695842053,4.745119983199725,-24.164489441728385
101,Cricket2_HEVC_HFR_288p_300K_90,20.777168384423888,5.065267331847606,-43.733142057043295
102,EPLDay_AVC_SFR_540p_1800K_8,53.8516515552273,4.303615345333289,-38.64088510664279
103,TNFF_HEVC_SFR_540p_1900K_144,60.06990209233401,4.7957493343619735,-10.366925554194843
104,Cricket1_AVC_SFR_396p_400K_86,32.75476197797324,5.416079997031539,-31.89909347107092
105,USOpen_HEVC_SFR_396p_900K_0,43.69307783949377,4.847977067638649,-25.34387066079593
106,EPLNight_AVC_SFR_396p_400K_0,31.061745538621743,4.684033219828883,-54.87114182579132
107,Cricket1_HEVC_SFR_396p_900K_86,41.839298144574705,5.530671288550998,-22.814557304469453
108,EPLNight_AVC_SFR_540p_1800K_0,54.00054385319369,4.78541490287127,-31.932343511219372
109,USOpen_HEVC_SFR_540p_1100K_0,54.6196299909852,4.847977067638649,-14.417318509304494
110,TNFF_AVC_HFR_396p_600K_144,18.349728463175076,4.898604059054568,-52.08709918335378
111,EPLNight_AVC_HFR_396p_900K_0,38.76892105042067,4.684033219828883,-47.16396631399239
112,TNFNFL_HEVC_HFR_720p_2200K_0,58.53216573054745,4.837689528874133,-13.263516674766421
113,TNFF_AVC_SFR_720p_2000K_144,57.87878560027739,4.7957493343619735,-12.558042046251465
114,EPLNight_HEVC_HFR_540p_1900K_0,58.182927261294765,4.684033219828883,-27.749960103118298
115,EPLDay_HEVC_SFR_540p_1900K_8,73.2800365372187,4.303615345333289,-19.212500124651385
116,EPLNight_HEVC_HFR_396p_900K_0,41.20142383889173,4.78541490287127,-44.731463525521335
117,TNFF_HEVC_SFR_720p_2200K_16,66.49555269275976,4.9833907792904,-16.19379041712827
118,EPLDay_HEVC_HFR_540p_1900K_0,52.2423175713724,4.491750889836062,-39.28144543942383
119,Cricket1_HEVC_HFR_540p_1900K_86,57.25798317235849,5.306634043328453,-7.395872276685665
120,USOpen_HEVC_HFR_396p_900K_166,43.12570868591872,4.847310232950434,-36.0898577142302
121,TNFF_AVC_HFR_540p_1300K_16,45.844223868040274,4.9833907792904,-36.845119241847755
122,Cricket2_HEVC_SFR_288p_300K_90,23.28672980095392,5.171609550433731,-41.22358064051326
123,TNFNFL_AVC_SFR_396p_800K_0,33.48087632335206,4.837689528874133,-38.31480608196181
124,USOpen_HEVC_HFR_396p_600K_0,44.184675891982934,4.847977067638649,-24.852272608306762
125,USOpen_HEVC_HFR_540p_1100K_166,56.229553593948424,4.745119983199725,-22.986012806200492
126,EPLNight_HEVC_HFR_396p_600K_0,39.3048595734426,4.684033219828883,-46.628027790970464
127,EPLDay_HEVC_HFR_396p_600K_0,33.282318882260974,4.491750889836062,-58.24144412853526
128,Cricket1_HEVC_SFR_396p_600K_86,41.07506676880511,5.306634043328453,-23.57878868023905
129,TNFNFL_HEVC_SFR_396p_900K_0,39.971404231816926,4.7356244335804325,-31.824278173496943
130,Cricket1_HEVC_SFR_540p_1900K_86,54.63553257718201,5.306634043328453,-10.018322871862146
131,Cricket2_HEVC_SFR_540p_1900K_90,50.30726798416986,5.065267331847606,-14.203042457297322
132,TNFF_HEVC_SFR_540p_1100K_16,51.72623807486574,4.879446110401572,-30.963105035022288
133,Cricket2_AVC_SFR_720p_2000K_90,58.69993867805723,5.282862723069536,-5.810371763409954
134,Cricket1_AVC_HFR_396p_600K_86,32.744812746848524,5.416079997031539,-31.909042702195634
135,TNFNFL_AVC_HFR_288p_300K_0,13.244016290957981,4.7356244335804325,-58.55166611435589
136,TNFF_AVC_SFR_540p_1200K_16,45.6994595355876,4.879446110401572,-36.98988357430043
137,USOpen_HEVC_HFR_540p_1100K_0,56.89954869739331,4.951512985447131,-12.13739980289639
138,TNFNFL_HEVC_HFR_288p_300K_0,13.99696081230089,4.837689528874133,-57.79872159301298
139,TNFNFL_AVC_HFR_540p_1300K_0,36.918771510961285,4.837689528874133,-34.876910894352584
140,EPLDay_HEVC_HFR_396p_900K_8,35.843048830412215,4.303615345333289,-56.649487831457876
141,USOpen_HEVC_SFR_540p_1900K_166,60.724120415859744,4.745119983199725,-18.49144598428917
142,EPLDay_HEVC_HFR_720p_2200K_0,65.2216397946985,4.6935260535431915,-26.302123216097726
143,TNFF_AVC_SFR_540p_1800K_16,51.70746039960902,4.9833907792904,-30.98188271027901
144,TNFNFL_HEVC_HFR_540p_1100K_0,41.86109429582604,4.7356244335804325,-29.934588109487827
145,TNFF_AVC_HFR_720p_2200K_16,62.10256102749323,4.879446110401572,-20.586782082394798
146,EPLDay_AVC_SFR_540p_1200K_8,41.36725939709033,4.209082128229909,-51.12527726477976
147,USOpen_HEVC_HFR_288p_300K_166,21.51797844485891,4.745119983199725,-57.697587955290004
148,TNFF_HEVC_SFR_540p_1100K_144,47.613991239229684,4.7957493343619735,-22.82283640729917
149,EPLNight_AVC_SFR_288p_200K_0,15.44350890388702,4.684033219828883,-70.48937846052604
150,TNFF_HEVC_HFR_720p_2200K_144,60.28525006750956,4.7957493343619735,-10.151577579019296
151,EPLDay_HEVC_SFR_540p_1900K_0,50.2206193447997,4.491750889836062,-41.30314366599653
152,Cricket1_AVC_SFR_540p_1200K_86,47.769687309005,5.641141552993943,-16.884168140039158
153,TNFF_HEVC_SFR_288p_300K_144,16.498646104443242,5.006082602083011,-53.938181542085616
154,USOpen_AVC_HFR_396p_600K_166,33.66396787105084,4.847310232950434,-45.55159852909807
155,TNFNFL_AVC_SFR_288p_200K_0,8.274295045383905,4.837689528874133,-63.52138735992996
156,USOpen_AVC_HFR_288p_300K_0,31.471113683458746,4.951512985447131,-37.56583481683095
157,EPLNight_HEVC_HFR_720p_2200K_0,69.55186730798744,4.891290263737722,-16.381020056425626
158,TNFF_HEVC_SFR_396p_900K_16,41.63161904584698,4.9833907792904,-41.05772406404105
159,EPLDay_HEVC_SFR_720p_2200K_8,68.13731934864519,4.303615345333289,-24.355217313224898
160,USOpen_HEVC_HFR_540p_1900K_0,57.73721139628181,4.951512985447131,-11.299737104007889
161,TNFNFL_AVC_SFR_396p_400K_0,17.394358548631683,4.7356244335804325,-54.40132385668218
162,Cricket1_AVC_SFR_396p_800K_86,40.30440005596518,5.306634043328453,-24.349455393078976
163,TNFNFL_AVC_HFR_396p_900K_0,26.484210010595834,4.7356244335804325,-45.31147239471804
164,TNFF_AVC_HFR_288p_300K_16,19.799308703909414,4.879446110401572,-62.89003440597861
165,Cricket2_HEVC_SFR_396p_600K_90,33.7585025528357,5.171609550433731,-30.751807888631483
166,TNFF_HEVC_SFR_288p_300K_16,18.094845414133466,4.879446110401572,-64.59449769575457
167,USOpen_AVC_HFR_720p_2200K_0,74.13201802608361,4.951512985447131,5.095069525793917
168,EPLDay_HEVC_HFR_720p_2200K_8,66.75745918217937,4.209082128229909,-25.735077479690716
169,USOpen_HEVC_HFR_720p_2200K_0,66.3242411760476,5.059731048787098,-2.7127073242421034
170,EPLDay_HEVC_HFR_288p_300K_8,15.354197008225311,4.303615345333289,-77.13833965364478
171,TNFNFL_HEVC_SFR_396p_600K_0,34.30531154832425,4.837689528874133,-37.49037085698962
172,TNFF_HEVC_HFR_396p_600K_144,30.18612449863014,4.7957493343619735,-40.25070314789872
173,Cricket1_AVC_HFR_540p_1900K_86,53.82013822551879,5.530671288550998,-10.833717223525369
174,EPLNight_SRC_SRC_SRC_SRC_0,85.93288736441306,4.891290263737722,0.0
175,TNFF_AVC_HFR_540p_1900K_144,45.42225812983737,4.7957493343619735,-25.014569516691488
176,Cricket1_AVC_HFR_288p_300K_86,22.89889643211974,5.416079997031539,-41.75495901692442
177,USOpen_HEVC_SFR_540p_1900K_0,55.520348770803636,4.847977067638649,-13.51659972948606
178,USOpen_SRC_SRC_SRC_SRC_166,79.21556640014892,4.745119983199725,0.0
179,TNFF_AVC_SFR_288p_200K_16,8.884435036725952,5.092052047904291,-73.80490807316208
180,EPLNight_AVC_HFR_288p_300K_0,15.743229466994176,4.684033219828883,-70.18965789741888
181,TNFNFL_AVC_SFR_720p_2000K_0,46.53570448106508,4.944309372679157,-25.259977924248787
182,Cricket2_HEVC_HFR_540p_1100K_90,47.18807709514709,5.282862723069536,-17.322233346320097
183,TNFF_AVC_HFR_396p_900K_144,27.794076714287993,4.7957493343619735,-42.64275093224086
184,Cricket2_AVC_HFR_288p_300K_90,23.837357289071186,5.171609550433731,-40.672953152396
185,EPLNight_HEVC_SFR_396p_600K_0,38.34955391968628,4.78541490287127,-47.58333344472678
186,TNFNFL_AVC_SFR_540p_1200K_0,41.32126772149717,4.7356244335804325,-30.474414683816697
187,Cricket2_AVC_HFR_540p_1300K_90,47.82541985951963,5.065267331847606,-16.684890581947556
188,USOpen_AVC_HFR_540p_1900K_166,56.89950353270847,4.745119983199725,-22.316062867440444
189,TNFF_HEVC_HFR_540p_1100K_144,43.702441618188736,4.898604059054568,-26.73438602834012
190,EPLNight_HEVC_SFR_288p_300K_0,18.691556131149504,4.891290263737722,-67.24133123326357
191,USOpen_AVC_HFR_288p_300K_166,17.942252133611948,4.745119983199725,-61.27331426653697
192,Cricket2_AVC_SFR_540p_1800K_90,46.6368335482674,5.171609550433731,-17.873476893199786
193,EPLDay_HEVC_HFR_396p_900K_0,34.065182067228754,4.59051422923451,-57.458580943567476
194,TNFNFL_HEVC_HFR_396p_900K_0,29.075465839468386,4.837689528874133,-42.72021656584548
195,Cricket2_HEVC_HFR_396p_600K_90,35.42265422488961,5.171609550433731,-29.08765621657757
196,EPLDay_HEVC_SFR_396p_900K_0,35.92840410772527,4.491750889836062,-55.59535890307096
197,Cricket2_AVC_SFR_396p_800K_90,37.190009129045116,5.065267331847606,-27.320301312422067
198,EPLDay_HEVC_SFR_288p_300K_0,19.49211537724644,4.491750889836062,-72.0316476335498
199,TNFF_HEVC_HFR_396p_600K_16,28.87242892975773,4.879446110401572,-53.8169141801303
200,EPLDay_HEVC_HFR_540p_1900K_8,56.06102901433646,4.209082128229909,-36.43150764753363
201,USOpen_AVC_HFR_396p_600K_0,45.27765119501003,4.951512985447131,-23.759297305279667
202,EPLNight_HEVC_SFR_396p_900K_0,37.6958321169683,4.684033219828883,-48.237055247444765
203,Cricket2_HEVC_SFR_540p_1100K_90,50.93082684076187,5.171609550433731,-13.579483600705316
204,USOpen_AVC_SFR_720p_2000K_166,71.36031367956048,4.745119983199725,-7.855252720588439
205,EPLNight_AVC_SFR_540p_1200K_0,51.540550645305025,4.78541490287127,-34.39233671910804
206,TNFF_AVC_SFR_396p_400K_144,21.876201943123558,4.7957493343619735,-48.56062570340529
207,USOpen_AVC_HFR_540p_1300K_166,53.07976716010111,4.745119983199725,-26.135799240047803
208,EPLDay_HEVC_HFR_288p_300K_0,16.890570649541104,4.491750889836062,-74.63319236125513
209,USOpen_HEVC_HFR_540p_1900K_166,63.730369366057914,4.745119983199725,-15.485197034091001
210,Cricket2_HEVC_HFR_540p_1900K_90,48.249804089550786,5.171609550433731,-16.260506351916398
211,USOpen_AVC_SFR_396p_400K_0,39.41763584495382,4.847977067638649,-29.619312655335875
212,TNFF_AVC_HFR_288p_300K_144,12.300557623898328,4.7957493343619735,-58.13627002263053
213,TNFF_SRC_SRC_SRC_SRC_16,82.68934310988803,4.9833907792904,0.0
214,Cricket1_AVC_HFR_720p_2200K_86,55.24427376624101,5.416079997031539,-9.40958168280315
215,Cricket2_AVC_SFR_288p_200K_90,18.14625446755978,5.282862723069536,-46.364055973907405
216,EPLDay_HEVC_SFR_396p_600K_0,32.47767700548694,4.59051422923451,-59.04608600530929
217,TNFF_SRC_SRC_SRC_SRC_144,70.43682764652885,4.7957493343619735,0.0
218,EPLDay_SRC_SRC_SRC_SRC_0,91.52376301079623,4.491750889836062,0.0
219,EPLNight_HEVC_HFR_540p_1100K_0,52.51232178378002,4.78541490287127,-33.420565580633045
220,Cricket1_AVC_SFR_288p_200K_86,16.60207379024616,5.306634043328453,-48.051781658798
221,TNFF_HEVC_HFR_720p_2200K_16,62.80093102382813,4.9833907792904,-19.8884120860599
222,USOpen_HEVC_SFR_720p_2200K_0,63.331100000649734,5.059731048787098,-5.705848499639963
223,TNFF_AVC_SFR_540p_1800K_144,48.666463798379844,4.898604059054568,-21.77036384814901
224,USOpen_HEVC_SFR_396p_600K_166,40.30606186246056,4.847310232950434,-38.909504537688356
225,TNFF_AVC_HFR_540p_1300K_144,39.685310173342096,4.7957493343619735,-30.75151747318676
226,TNFNFL_AVC_HFR_396p_600K_0,21.58614195367634,4.7356244335804325,-50.20954045163753
227,EPLDay_HEVC_SFR_288p_300K_8,16.844887672369293,4.303615345333289,-75.6476489895008
228,EPLNight_AVC_HFR_540p_1900K_0,57.03758448816838,4.684033219828883,-28.895302876244685
229,USOpen_HEVC_SFR_396p_900K_166,40.23397606158258,4.745119983199725,-38.981590338566335
230,Cricket1_AVC_HFR_396p_900K_86,36.422931273068464,5.416079997031539,-28.230924175975694
231,TNFNFL_HEVC_HFR_540p_1900K_0,52.03776657694984,4.837689528874133,-19.757915828364027
232,Cricket1_HEVC_HFR_540p_1100K_86,52.43278217026444,5.416079997031539,-12.22107327877972
233,EPLDay_HEVC_SFR_540p_1100K_8,42.489630337167945,4.303615345333289,-50.002906324702145
234,EPLDay_AVC_HFR_396p_600K_8,27.320072891946808,4.830617101797324,-65.17246376992328
235,EPLDay_AVC_HFR_720p_2200K_0,73.06941472560246,5.060398052967031,-18.454348285193774
236,EPLDay_AVC_HFR_720p_2200K_8,68.59445713287946,4.552525336686182,-23.898079528990635
237,EPLDay_AVC_HFR_396p_900K_8,37.44690518060886,4.830617101797324,-55.04563148126123
238,EPLDay_AVC_HFR_288p_300K_0,17.799306916759242,5.060398052967031,-73.72445609403698
239,EPLDay_AVC_HFR_396p_600K_0,34.938705225944155,5.155467776407193,-56.585057784852076
240,EPLDay_AVC_HFR_288p_300K_8,16.257451471397584,4.606851466442854,-76.2350851904725
241,EPLDay_AVC_HFR_396p_900K_0,38.17871406962969,5.155467776407193,-53.34504894116654
