,video,mos,content,codec,fr,res,bitrate
70,USOpen_HEVC_SFR_540p_1900K_12,58.06040009455939,USOpen_12,HEVC,SFR,540p,1900
71,TNFNFL_HEVC_SFR_396p_600K_3184,48.34994137253485,TNFNFL_3184,HEVC,SFR,396p,600
72,EPLDay_AVC_SFR_540p_1800K_20,55.56588227400424,EPLDay_20,AVC,SFR,540p,1800
73,TNFNFL_HEVC_HFR_288p_300K_3184,30.165766551461957,TNFNFL_3184,HEVC,HFR,288p,300
74,USOpen_HEVC_SFR_396p_600K_12,50.42113931425762,USOpen_12,HEVC,SFR,396p,600
75,Cricket1_AVC_HFR_396p_600K_198,40.88153723990512,Cricket1_198,AVC,HFR,396p,600
76,TNFNFL_AVC_HFR_720p_2200K_3184,54.8658659877154,TNFNFL_3184,AVC,HFR,720p,2200
77,Cricket1_HEVC_SFR_540p_1100K_198,52.054900416472115,Cricket1_198,HEVC,SFR,540p,1100
78,TNFNFL_AVC_HFR_396p_900K_3184,46.808878978657766,TNFNFL_3184,AVC,HFR,396p,900
79,TNFF_HEVC_HFR_396p_900K_32,51.712637385429346,TNFF_32,HEVC,HFR,396p,900
80,TNFNFL_HEVC_SFR_540p_1900K_3184,47.845539765061254,TNFNFL_3184,HEVC,SFR,540p,1900
81,EPLDay_AVC_SFR_396p_400K_20,32.52055977802808,EPLDay_20,AVC,SFR,396p,400
82,Cricket1_HEVC_HFR_720p_2200K_198,50.31148120636147,Cricket1_198,HEVC,HFR,720p,2200
83,EPLDay_HEVC_SFR_288p_300K_20,30.435150633306378,EPLDay_20,HEVC,SFR,288p,300
84,TNFF_SRC_SRC_SRC_SRC_32,76.55439893775397,TNFF_32,SRC,SRC,SRC,100000
85,Cricket1_HEVC_HFR_540p_1900K_198,52.97554860535125,Cricket1_198,HEVC,HFR,540p,1900
86,TNFNFL_HEVC_HFR_540p_1100K_3184,50.38511619412304,TNFNFL_3184,HEVC,HFR,540p,1100
87,Cricket1_AVC_HFR_720p_2200K_198,55.800680386600426,Cricket1_198,AVC,HFR,720p,2200
88,TNFF_HEVC_SFR_540p_1100K_32,62.40378553814935,TNFF_32,HEVC,SFR,540p,1100
89,USOpen_HEVC_HFR_540p_1100K_12,56.58998637596495,USOpen_12,HEVC,HFR,540p,1100
90,TNFF_HEVC_SFR_288p_300K_32,42.241955951813424,TNFF_32,HEVC,SFR,288p,300
91,TNFNFL_HEVC_HFR_396p_900K_3184,45.21302656095442,TNFNFL_3184,HEVC,HFR,396p,900
92,EPLDay_AVC_HFR_396p_600K_20,35.706384689814435,EPLDay_20,AVC,HFR,396p,600
93,USOpen_AVC_SFR_396p_400K_12,48.36874199912625,USOpen_12,AVC,SFR,396p,400
94,EPLDay_HEVC_HFR_720p_2200K_20,63.49569994779468,EPLDay_20,HEVC,HFR,720p,2200
95,TNFF_HEVC_SFR_540p_1900K_32,65.34182712167096,TNFF_32,HEVC,SFR,540p,1900
96,EPLDay_HEVC_HFR_396p_600K_20,44.61734371201267,EPLDay_20,HEVC,HFR,396p,600
97,Cricket1_AVC_SFR_396p_800K_198,43.617006769179554,Cricket1_198,AVC,SFR,396p,800
98,USOpen_AVC_HFR_540p_1900K_12,57.19402990782805,USOpen_12,AVC,HFR,540p,1900
99,Cricket1_AVC_HFR_540p_1300K_198,49.65265737598775,Cricket1_198,AVC,HFR,540p,1300
100,TNFNFL_HEVC_SFR_396p_900K_3184,48.76468910730429,TNFNFL_3184,HEVC,SFR,396p,900
101,Cricket1_AVC_SFR_720p_2000K_198,56.67293491304203,Cricket1_198,AVC,SFR,720p,2000
102,TNFF_AVC_HFR_540p_1300K_32,57.49055730469927,TNFF_32,AVC,HFR,540p,1300
103,USOpen_AVC_SFR_720p_2000K_12,63.544375922019526,USOpen_12,AVC,SFR,720p,2000
104,EPLDay_AVC_SFR_540p_1200K_20,49.4733384074051,EPLDay_20,AVC,SFR,540p,1200
105,Cricket1_AVC_SFR_540p_1800K_198,51.101278728683724,Cricket1_198,AVC,SFR,540p,1800
106,TNFNFL_AVC_SFR_396p_400K_3184,36.21401177093489,TNFNFL_3184,AVC,SFR,396p,400
107,USOpen_HEVC_HFR_288p_300K_12,42.93741208363334,USOpen_12,HEVC,HFR,288p,300
108,TNFF_HEVC_SFR_396p_600K_32,48.03388805734513,TNFF_32,HEVC,SFR,396p,600
109,TNFNFL_AVC_SFR_288p_200K_3184,28.484277883031055,TNFNFL_3184,AVC,SFR,288p,200
110,Cricket1_HEVC_SFR_540p_1900K_198,57.08365203531057,Cricket1_198,HEVC,SFR,540p,1900
111,TNFNFL_SRC_SRC_SRC_SRC_3184,63.799969836157736,TNFNFL_3184,SRC,SRC,SRC,100000
112,Cricket1_AVC_HFR_396p_900K_198,46.14903103496794,Cricket1_198,AVC,HFR,396p,900
113,EPLDay_HEVC_HFR_540p_1100K_20,53.12350344324581,EPLDay_20,HEVC,HFR,540p,1100
114,TNFF_HEVC_HFR_396p_600K_32,53.21422207645097,TNFF_32,HEVC,HFR,396p,600
115,EPLDay_HEVC_HFR_396p_900K_20,45.55588086864963,EPLDay_20,HEVC,HFR,396p,900
116,TNFF_AVC_HFR_288p_300K_32,36.0130977949519,TNFF_32,AVC,HFR,288p,300
117,TNFNFL_HEVC_SFR_720p_2200K_3184,62.74235251472896,TNFNFL_3184,HEVC,SFR,720p,2200
118,TNFF_AVC_SFR_396p_400K_32,43.80496222493481,TNFF_32,AVC,SFR,396p,400
119,EPLDay_HEVC_SFR_540p_1900K_20,56.02703263879394,EPLDay_20,HEVC,SFR,540p,1900
120,USOpen_AVC_SFR_540p_1200K_12,55.226127745074294,USOpen_12,AVC,SFR,540p,1200
121,TNFF_HEVC_SFR_396p_900K_32,56.866506355083594,TNFF_32,HEVC,SFR,396p,900
122,Cricket1_AVC_SFR_396p_400K_198,40.00286013047206,Cricket1_198,AVC,SFR,396p,400
123,TNFNFL_AVC_HFR_288p_300K_3184,34.09385891267558,TNFNFL_3184,AVC,HFR,288p,300
124,USOpen_AVC_HFR_540p_1300K_12,56.537668174548,USOpen_12,AVC,HFR,540p,1300
125,USOpen_AVC_HFR_396p_600K_176,46.42707682142858,USOpen_176,AVC,HFR,396p,600
126,EPLDay_HEVC_HFR_288p_300K_48,33.200971571428575,EPLDay_48,HEVC,HFR,288p,300
127,EPLNight_SRC_SRC_SRC_SRC_20,78.38185939285714,EPLNight_20,SRC,SRC,SRC,100000
128,EPLDay_AVC_SFR_288p_200K_48,28.995150363636366,EPLDay_48,AVC,SFR,288p,200
129,Cricket2_AVC_SFR_396p_800K_120,46.41574857142856,Cricket2_120,AVC,SFR,396p,800
130,EPLDay_HEVC_SFR_720p_2200K_48,60.735490178571446,EPLDay_48,HEVC,SFR,720p,2200
131,EPLNight_HEVC_SFR_540p_1100K_20,52.18293046428571,EPLNight_20,HEVC,SFR,540p,1100
132,EPLDay_AVC_SFR_396p_400K_48,37.87147669565217,EPLDay_48,AVC,SFR,396p,400
133,Cricket2_HEVC_HFR_540p_1100K_120,52.170867464285706,Cricket2_120,HEVC,HFR,540p,1100
134,USOpen_SRC_SRC_SRC_SRC_176,73.77302881481481,USOpen_176,SRC,SRC,SRC,100000
135,EPLNight_HEVC_SFR_396p_600K_20,46.47103489285714,EPLNight_20,HEVC,SFR,396p,600
136,EPLDay_AVC_HFR_288p_300K_48,38.259488964285715,EPLDay_48,AVC,HFR,288p,300
137,EPLNight_AVC_SFR_396p_400K_20,42.54767232142858,EPLNight_20,AVC,SFR,396p,400
138,USOpen_HEVC_SFR_288p_300K_176,38.02576035714286,USOpen_176,HEVC,SFR,288p,300
139,TNFF_HEVC_SFR_720p_2200K_304,66.90271232142858,TNFF_304,HEVC,SFR,720p,2200
140,EPLDay_SRC_SRC_SRC_SRC_48,74.18109921428571,EPLDay_48,SRC,SRC,SRC,100000
141,TNFF_AVC_SFR_396p_800K_304,44.20106910714286,TNFF_304,AVC,SFR,396p,800
142,USOpen_AVC_HFR_720p_2200K_176,65.07862710714286,USOpen_176,AVC,HFR,720p,2200
143,TNFF_AVC_HFR_540p_1900K_304,56.35809939285714,TNFF_304,AVC,HFR,540p,1900
144,Cricket2_HEVC_HFR_396p_600K_120,42.61669382142857,Cricket2_120,HEVC,HFR,396p,600
145,TNFF_HEVC_HFR_540p_1100K_304,50.95181932142857,TNFF_304,HEVC,HFR,540p,1100
146,EPLNight_AVC_HFR_396p_600K_20,40.71527214285714,EPLNight_20,AVC,HFR,396p,600
147,EPLDay_HEVC_HFR_540p_1900K_48,55.56474678571429,EPLDay_48,HEVC,HFR,540p,1900
148,TNFF_AVC_SFR_288p_200K_304,27.14644170714286,TNFF_304,AVC,SFR,288p,200
149,EPLDay_HEVC_SFR_396p_900K_48,48.60711760714286,EPLDay_48,HEVC,SFR,396p,900
150,TNFF_AVC_HFR_720p_2200K_304,60.72932792857143,TNFF_304,AVC,HFR,720p,2200
151,EPLDay_AVC_SFR_540p_1200K_48,51.28383728571429,EPLDay_48,AVC,SFR,540p,1200
152,Cricket2_AVC_HFR_396p_600K_120,39.532369464285715,Cricket2_120,AVC,HFR,396p,600
153,EPLDay_AVC_HFR_540p_1900K_48,56.16985317857143,EPLDay_48,AVC,HFR,540p,1900
154,TNFF_HEVC_HFR_288p_300K_304,31.530837285714284,TNFF_304,HEVC,HFR,288p,300
155,Cricket2_HEVC_SFR_396p_900K_120,51.655947142857144,Cricket2_120,HEVC,SFR,396p,900
156,EPLNight_AVC_HFR_540p_1900K_20,56.881723714285705,EPLNight_20,AVC,HFR,540p,1900
157,USOpen_AVC_SFR_396p_800K_176,48.31826814285714,USOpen_176,AVC,SFR,396p,800
158,Cricket2_HEVC_HFR_396p_900K_120,47.40617839285714,Cricket2_120,HEVC,HFR,396p,900
159,USOpen_AVC_SFR_288p_200K_176,32.28586221428572,USOpen_176,AVC,SFR,288p,200
160,TNFF_AVC_HFR_396p_900K_304,45.47369435714286,TNFF_304,AVC,HFR,396p,900
161,USOpen_HEVC_HFR_540p_1900K_176,58.52731299999999,USOpen_176,HEVC,HFR,540p,1900
162,Cricket2_AVC_SFR_540p_1800K_120,49.65272542857142,Cricket2_120,AVC,SFR,540p,1800
163,TNFF_AVC_SFR_720p_2000K_304,62.11683989285715,TNFF_304,AVC,SFR,720p,2000
164,EPLNight_AVC_SFR_288p_200K_20,30.35113517857143,EPLNight_20,AVC,SFR,288p,200
165,TNFF_HEVC_HFR_540p_1900K_304,57.49422178571429,TNFF_304,HEVC,HFR,540p,1900
166,EPLNight_HEVC_HFR_396p_600K_20,45.330397964285716,EPLNight_20,HEVC,HFR,396p,600
167,EPLDay_AVC_HFR_720p_2200K_48,65.18137857142857,EPLDay_48,AVC,HFR,720p,2200
168,USOpen_AVC_HFR_288p_300K_176,34.38475853571429,USOpen_176,AVC,HFR,288p,300
169,TNFF_AVC_SFR_540p_1200K_304,52.91222814285714,TNFF_304,AVC,SFR,540p,1200
170,USOpen_HEVC_HFR_396p_900K_176,51.74050900000001,USOpen_176,HEVC,HFR,396p,900
171,Cricket2_AVC_HFR_720p_2200K_120,51.43954503571428,Cricket2_120,AVC,HFR,720p,2200
172,USOpen_HEVC_HFR_396p_600K_176,45.741097642857135,USOpen_176,HEVC,HFR,396p,600
173,TNFF_HEVC_HFR_720p_2200K_304,63.98085553571429,TNFF_304,HEVC,HFR,720p,2200
174,USOpen_HEVC_SFR_396p_900K_176,48.996734964285714,USOpen_176,HEVC,SFR,396p,900
175,EPLNight_HEVC_SFR_540p_1900K_20,57.96160214285714,EPLNight_20,HEVC,SFR,540p,1900
176,TNFF_AVC_SFR_540p_1800K_304,59.43016782142856,TNFF_304,AVC,SFR,540p,1800
177,EPLNight_AVC_HFR_540p_1300K_20,54.082760214285706,EPLNight_20,AVC,HFR,540p,1300
178,TNFF_AVC_HFR_396p_600K_304,44.96350332142857,TNFF_304,AVC,HFR,396p,600
179,USOpen_HEVC_SFR_540p_1100K_176,50.04076542857143,USOpen_176,HEVC,SFR,540p,1100
180,Cricket2_HEVC_HFR_540p_1900K_120,53.38826617857143,Cricket2_120,HEVC,HFR,540p,1900
181,USOpen_HEVC_HFR_720p_2200K_176,67.0150462142857,USOpen_176,HEVC,HFR,720p,2200
182,EPLNight_HEVC_HFR_288p_300K_20,34.72264957142857,EPLNight_20,HEVC,HFR,288p,300
183,EPLDay_AVC_HFR_396p_900K_48,47.964800107142864,EPLDay_48,AVC,HFR,396p,900
184,Cricket2_AVC_SFR_396p_400K_120,40.71816885714286,Cricket2_120,AVC,SFR,396p,400
185,EPLNight_AVC_SFR_396p_800K_20,45.25100957142856,EPLNight_20,AVC,SFR,396p,800
186,Cricket2_HEVC_SFR_720p_2200K_120,57.29251571428573,Cricket2_120,HEVC,SFR,720p,2200
187,USOpen_AVC_HFR_396p_900K_176,46.81862764285713,USOpen_176,AVC,HFR,396p,900
188,EPLNight_AVC_HFR_288p_300K_20,34.45382264285714,EPLNight_20,AVC,HFR,288p,300
189,USOpen_AVC_SFR_540p_1800K_176,53.680140535714294,USOpen_176,AVC,SFR,540p,1800
190,EPLNight_AVC_SFR_720p_2000K_20,61.64819899999999,EPLNight_20,AVC,SFR,720p,2000
191,EPLDay_AVC_HFR_396p_600K_48,41.80653782142857,EPLDay_48,AVC,HFR,396p,600
192,USOpen_HEVC_SFR_720p_2200K_176,62.616022464285706,USOpen_176,HEVC,SFR,720p,2200
193,Cricket2_AVC_HFR_540p_1900K_120,51.03987750000001,Cricket2_120,AVC,HFR,540p,1900
194,EPLNight_AVC_SFR_540p_1200K_20,52.969865285714285,EPLNight_20,AVC,SFR,540p,1200
195,USOpen_HEVC_SFR_540p_1900K_176,57.74019675,USOpen_176,HEVC,SFR,540p,1900
196,Cricket2_HEVC_SFR_396p_600K_120,45.76002564285715,Cricket2_120,HEVC,SFR,396p,600
197,EPLNight_AVC_SFR_540p_1800K_20,55.533356964285716,EPLNight_20,AVC,SFR,540p,1800
198,Cricket2_AVC_SFR_540p_1200K_120,49.604230821428565,Cricket2_120,AVC,SFR,540p,1200
199,USOpen_HEVC_SFR_396p_600K_176,48.282485821428565,USOpen_176,HEVC,SFR,396p,600
200,EPLDay_HEVC_HFR_396p_900K_48,44.37020042857143,EPLDay_48,HEVC,HFR,396p,900
201,Cricket2_HEVC_HFR_288p_300K_120,33.26384921428571,Cricket2_120,HEVC,HFR,288p,300
202,EPLDay_AVC_SFR_720p_2000K_48,63.080566000000005,EPLDay_48,AVC,SFR,720p,2000
203,Cricket2_AVC_SFR_288p_200K_120,30.17583817857143,Cricket2_120,AVC,SFR,288p,200
204,TNFF_HEVC_HFR_396p_900K_304,43.955741428571436,TNFF_304,HEVC,HFR,396p,900
205,Cricket2_HEVC_SFR_540p_1100K_120,52.86969271428571,Cricket2_120,HEVC,SFR,540p,1100
206,EPLNight_AVC_HFR_720p_2200K_20,65.99971000000001,EPLNight_20,AVC,HFR,720p,2200
207,EPLDay_AVC_SFR_396p_800K_48,47.48222054166666,EPLDay_48,AVC,SFR,396p,800
208,EPLNight_HEVC_SFR_288p_300K_20,35.18055325,EPLNight_20,HEVC,SFR,288p,300
209,TNFF_SRC_SRC_SRC_SRC_304,70.08825703571428,TNFF_304,SRC,SRC,SRC,100000
210,EPLDay_AVC_SFR_540p_1800K_48,54.22769710714285,EPLDay_48,AVC,SFR,540p,1800
211,Cricket2_HEVC_SFR_288p_300K_120,36.43860064285714,Cricket2_120,HEVC,SFR,288p,300
212,EPLDay_AVC_HFR_540p_1300K_48,54.19487457142857,EPLDay_48,AVC,HFR,540p,1300
213,TNFF_HEVC_SFR_540p_1100K_304,57.69970225000001,TNFF_304,HEVC,SFR,540p,1100
214,USOpen_HEVC_HFR_540p_1100K_176,53.926779107142856,USOpen_176,HEVC,HFR,540p,1100
215,TNFF_HEVC_SFR_288p_300K_304,32.621873375,TNFF_304,HEVC,SFR,288p,300
216,Cricket2_AVC_SFR_720p_2000K_120,52.72325935714285,Cricket2_120,AVC,SFR,720p,2000
217,EPLNight_AVC_HFR_396p_900K_20,47.34719067857143,EPLNight_20,AVC,HFR,396p,900
218,USOpen_AVC_SFR_396p_400K_176,41.81528264285714,USOpen_176,AVC,SFR,396p,400
219,EPLNight_HEVC_HFR_720p_2200K_20,64.13888439285715,EPLNight_20,HEVC,HFR,720p,2200
220,TNFF_HEVC_SFR_540p_1900K_304,58.41455383214286,TNFF_304,HEVC,SFR,540p,1900
221,EPLNight_HEVC_HFR_540p_1100K_20,55.28298592857142,EPLNight_20,HEVC,HFR,540p,1100
222,EPLDay_HEVC_HFR_540p_1100K_48,55.86629607142857,EPLDay_48,HEVC,HFR,540p,1100
223,USOpen_AVC_HFR_540p_1900K_176,53.57357853571428,USOpen_176,AVC,HFR,540p,1900
224,EPLDay_HEVC_SFR_540p_1100K_48,50.64208960714285,EPLDay_48,HEVC,SFR,540p,1100
225,Cricket2_HEVC_HFR_720p_2200K_120,55.8601625,Cricket2_120,HEVC,HFR,720p,2200
226,EPLDay_HEVC_SFR_540p_1900K_48,54.299295392857154,EPLDay_48,HEVC,SFR,540p,1900
227,TNFF_AVC_HFR_540p_1300K_304,50.816343285714304,TNFF_304,AVC,HFR,540p,1300
228,USOpen_AVC_SFR_720p_2000K_176,60.51952892857141,USOpen_176,AVC,SFR,720p,2000
229,EPLNight_HEVC_SFR_720p_2200K_20,64.61642539285714,EPLNight_20,HEVC,SFR,720p,2200
230,EPLDay_HEVC_SFR_396p_600K_48,46.28124032142857,EPLDay_48,HEVC,SFR,396p,600
231,Cricket2_AVC_HFR_540p_1300K_120,47.64887925,Cricket2_120,AVC,HFR,540p,1300
232,USOpen_HEVC_HFR_288p_300K_176,36.792378035714286,USOpen_176,HEVC,HFR,288p,300
233,TNFF_HEVC_SFR_396p_600K_304,45.39586839285714,TNFF_304,HEVC,SFR,396p,600
234,Cricket2_AVC_HFR_396p_900K_120,45.61862478571429,Cricket2_120,AVC,HFR,396p,900
235,EPLDay_HEVC_HFR_720p_2200K_48,64.94516739285714,EPLDay_48,HEVC,HFR,720p,2200
236,Cricket2_SRC_SRC_SRC_SRC_120,61.50521800000001,Cricket2_120,SRC,SRC,SRC,100000
237,EPLDay_HEVC_SFR_288p_300K_48,37.16591296428572,EPLDay_48,HEVC,SFR,288p,300
238,EPLNight_HEVC_HFR_540p_1900K_20,56.72069835714286,EPLNight_20,HEVC,HFR,540p,1900
239,TNFF_HEVC_HFR_396p_600K_304,36.75802289285715,TNFF_304,HEVC,HFR,396p,600
240,EPLNight_HEVC_HFR_396p_900K_20,47.910870964285714,EPLNight_20,HEVC,HFR,396p,900
241,TNFF_AVC_HFR_288p_300K_304,29.47543685,TNFF_304,AVC,HFR,288p,300
242,Cricket2_HEVC_SFR_540p_1900K_120,54.427150964285715,Cricket2_120,HEVC,SFR,540p,1900
243,TNFF_AVC_SFR_396p_400K_304,39.50901232142858,TNFF_304,AVC,SFR,396p,400
244,EPLNight_HEVC_SFR_396p_900K_20,49.40166267857143,EPLNight_20,HEVC,SFR,396p,900
245,USOpen_AVC_SFR_540p_1200K_176,52.235322214285716,USOpen_176,AVC,SFR,540p,1200
246,TNFF_HEVC_SFR_396p_900K_304,47.014259749999994,TNFF_304,HEVC,SFR,396p,900
247,EPLDay_HEVC_HFR_396p_600K_48,42.139569107142854,EPLDay_48,HEVC,HFR,396p,600
248,Cricket2_AVC_HFR_288p_300K_120,36.226991035714285,Cricket2_120,AVC,HFR,288p,300
249,USOpen_AVC_HFR_540p_1300K_176,56.53087907142857,USOpen_176,AVC,HFR,540p,1300
250,EPLDay_AVC_HFR_540p_1900K_0,50.666054137931035,EPLDay_0,AVC,HFR,540p,1900
251,Cricket1_HEVC_SFR_396p_900K_86,54.58501513793104,Cricket1_86,HEVC,SFR,396p,900
252,EPLDay_HEVC_HFR_288p_300K_8,49.359348628738616,EPLDay_8,HEVC,HFR,288p,300
253,USOpen_AVC_SFR_540p_1800K_0,48.23642978434014,USOpen_0,AVC,SFR,540p,1800
254,EPLDay_HEVC_HFR_396p_900K_8,45.45318697681996,EPLDay_8,HEVC,HFR,396p,900
