,video,mos,content,codec,fr,res,bitrate
24,Cricket1_AVC_HFR_540p_1300K_86,0.11303521145925925,Cricket1_86,AVC,HFR,540p,1300
25,TNFF_AVC_SFR_720p_2000K_16,0.685086897962963,TNFF_16,AVC,SFR,720p,2000
26,USOpen_AVC_SFR_396p_400K_166,-0.43017699255555564,USOpen_166,AVC,SFR,396p,400
27,Cricket1_HEVC_SFR_540p_1100K_86,0.3658466645444444,Cricket1_86,HEVC,SFR,540p,1100
28,TNFF_HEVC_HFR_540p_1100K_16,-0.01304704259259257,TNFF_16,HEVC,HFR,540p,1100
29,EPLDay_AVC_SFR_396p_800K_0,-1.321979141703704,EPLDay_0,AVC,SFR,396p,800
30,Cricket2_HEVC_HFR_720p_2200K_90,0.6172855616666667,Cricket2_90,HEVC,HFR,720p,2200
31,TNFF_AVC_SFR_288p_200K_144,-1.518706405925926,TNFF_144,AVC,SFR,288p,200
32,USOpen_AVC_SFR_396p_800K_0,0.011384847392592594,USOpen_0,AVC,SFR,396p,800
33,EPLDay_AVC_HFR_396p_600K_8,-1.057491072962963,EPLDay_8,AVC,HFR,396p,600
34,USOpen_AVC_HFR_396p_900K_166,-0.07628389414074073,USOpen_166,AVC,HFR,396p,900
35,TNFNFL_HEVC_SFR_720p_2200K_0,0.7311912329259259,TNFNFL_0,HEVC,SFR,720p,2200
36,Cricket1_SRC_SRC_SRC_SRC_86,1.0052466696296296,Cricket1_86,SRC,SRC,SRC,100000
37,USOpen_AVC_SFR_540p_1800K_166,0.7885680085185185,USOpen_166,AVC,SFR,540p,1800
38,USOpen_AVC_HFR_540p_1900K_0,0.7183161632592594,USOpen_0,AVC,HFR,540p,1900
39,EPLDay_SRC_SRC_SRC_SRC_8,2.343770688888889,EPLDay_8,SRC,SRC,SRC,100000
40,TNFF_AVC_SFR_396p_800K_144,-0.6784172294814815,TNFF_144,AVC,SFR,396p,800
41,EPLDay_HEVC_HFR_396p_600K_8,-0.7571828816666667,EPLDay_8,HEVC,HFR,396p,600
42,TNFNFL_AVC_HFR_720p_2200K_0,0.25737009955555556,TNFNFL_0,AVC,HFR,720p,2200
43,TNFF_AVC_HFR_396p_900K_16,-0.2573545588888889,TNFF_16,AVC,HFR,396p,900
44,TNFF_AVC_HFR_720p_2200K_144,0.5351320710481482,TNFF_144,AVC,HFR,720p,2200
45,TNFF_AVC_SFR_396p_400K_16,-0.8270415328148149,TNFF_16,AVC,SFR,396p,400
46,USOpen_SRC_SRC_SRC_SRC_0,1.134799507311111,USOpen_0,SRC,SRC,SRC,100000
47,TNFNFL_AVC_HFR_540p_1900K_0,-0.008031539459259258,TNFNFL_0,AVC,HFR,540p,1900
48,USOpen_AVC_SFR_288p_200K_166,-1.4281073537037037,USOpen_166,AVC,SFR,288p,200
49,USOpen_AVC_SFR_288p_200K_0,-0.7649949951851852,USOpen_0,AVC,SFR,288p,200
50,EPLDay_AVC_HFR_540p_1300K_8,-0.0030853656037037025,EPLDay_8,AVC,HFR,540p,1300
51,EPLDay_AVC_HFR_540p_1300K_0,0.34237232861777783,EPLDay_0,AVC,HFR,540p,1300
52,EPLNight_HEVC_SFR_540p_1900K_0,0.6132055207407406,EPLNight_0,HEVC,SFR,540p,1900
53,TNFNFL_SRC_SRC_SRC_SRC_0,1.3536880207407407,TNFNFL_0,SRC,SRC,SRC,100000
54,USOpen_HEVC_SFR_720p_2200K_166,1.2375885570370369,USOpen_166,HEVC,SFR,720p,2200
55,Cricket1_HEVC_HFR_396p_600K_86,-0.3574470001851852,Cricket1_86,HEVC,HFR,396p,600
56,Cricket2_HEVC_SFR_396p_900K_90,-0.3004449167629629,Cricket2_90,HEVC,SFR,396p,900
57,EPLDay_AVC_HFR_396p_900K_0,-0.33809685617037033,EPLDay_0,AVC,HFR,396p,900
58,EPLNight_HEVC_HFR_288p_300K_0,-1.1925439884074072,EPLNight_0,HEVC,HFR,288p,300
59,Cricket1_HEVC_SFR_288p_300K_86,-1.1232567717037039,Cricket1_86,HEVC,SFR,288p,300
60,EPLNight_AVC_SFR_720p_2000K_0,1.120066442962963,EPLNight_0,AVC,SFR,720p,2000
61,Cricket2_AVC_SFR_540p_1200K_90,0.16299020240740741,Cricket2_90,AVC,SFR,540p,1200
62,EPLDay_AVC_SFR_540p_1200K_0,-0.011984515503703712,EPLDay_0,AVC,SFR,540p,1200
63,TNFF_HEVC_SFR_396p_600K_144,-0.508089544,TNFF_144,HEVC,SFR,396p,600
64,Cricket2_AVC_SFR_396p_400K_90,-0.6384561892592593,Cricket2_90,AVC,SFR,396p,400
65,EPLNight_AVC_HFR_396p_600K_0,-0.43026046270370366,EPLNight_0,AVC,HFR,396p,600
66,USOpen_AVC_HFR_540p_1300K_0,0.6070738027777778,USOpen_0,AVC,HFR,540p,1300
67,EPLNight_AVC_HFR_540p_1300K_0,0.5133316462962962,EPLNight_0,AVC,HFR,540p,1300
68,TNFNFL_HEVC_HFR_396p_600K_0,-0.7747612506296296,TNFNFL_0,HEVC,HFR,396p,600
69,USOpen_HEVC_SFR_288p_300K_166,-0.7452482630007405,USOpen_166,HEVC,SFR,288p,300
70,TNFF_HEVC_HFR_396p_900K_16,-0.23117702249333336,TNFF_16,HEVC,HFR,396p,900
71,USOpen_AVC_SFR_396p_800K_166,-0.1387775021851852,USOpen_166,AVC,SFR,396p,800
72,EPLNight_AVC_SFR_396p_800K_0,-0.3123477271111111,EPLNight_0,AVC,SFR,396p,800
73,TNFF_AVC_HFR_540p_1900K_16,0.5734240281481482,TNFF_16,AVC,HFR,540p,1900
74,EPLDay_AVC_SFR_540p_1800K_0,0.3664410590740741,EPLDay_0,AVC,SFR,540p,1800
75,Cricket1_HEVC_HFR_288p_300K_86,-0.9333761433333332,Cricket1_86,HEVC,HFR,288p,300
76,EPLDay_AVC_SFR_720p_2000K_0,-0.019638864385185185,EPLDay_0,AVC,SFR,720p,2000
77,EPLDay_AVC_HFR_396p_900K_8,-0.32646637466666667,EPLDay_8,AVC,HFR,396p,900
78,USOpen_HEVC_HFR_396p_900K_0,-0.016487807407407403,USOpen_0,HEVC,HFR,396p,900
79,TNFF_HEVC_HFR_396p_900K_144,-0.46300961099999993,TNFF_144,HEVC,HFR,396p,900
80,USOpen_AVC_SFR_540p_1800K_0,0.5208836695740741,USOpen_0,AVC,SFR,540p,1800
81,EPLDay_AVC_SFR_288p_200K_0,-1.8114358629629632,EPLDay_0,AVC,SFR,288p,200
82,Cricket2_SRC_SRC_SRC_SRC_90,1.0103857907407408,Cricket2_90,SRC,SRC,SRC,100000
83,EPLDay_HEVC_SFR_396p_900K_8,-0.4271573838518519,EPLDay_8,HEVC,SFR,396p,900
84,Cricket2_AVC_HFR_396p_600K_90,-0.618505286762963,Cricket2_90,AVC,HFR,396p,600
85,EPLDay_AVC_HFR_288p_300K_8,-1.2349258550518518,EPLDay_8,AVC,HFR,288p,300
86,EPLNight_HEVC_SFR_540p_1100K_0,0.39000682318518515,EPLNight_0,HEVC,SFR,540p,1100
87,Cricket1_AVC_SFR_720p_2000K_86,0.49364467325925926,Cricket1_86,AVC,SFR,720p,2000
88,EPLDay_AVC_HFR_288p_300K_0,-1.2219463918518518,EPLDay_0,AVC,HFR,288p,300
89,TNFF_AVC_HFR_396p_600K_16,-0.44445259703703704,TNFF_16,AVC,HFR,396p,600
90,EPLDay_HEVC_SFR_540p_1100K_0,0.35984934881481484,EPLDay_0,HEVC,SFR,540p,1100
91,EPLDay_HEVC_SFR_396p_600K_8,-0.4140765262222223,EPLDay_8,HEVC,SFR,396p,600
92,EPLDay_HEVC_HFR_540p_1100K_0,0.06266733932148148,EPLDay_0,HEVC,HFR,540p,1100
93,Cricket1_AVC_SFR_540p_1800K_86,0.43605213992592584,Cricket1_86,AVC,SFR,540p,1800
94,TNFNFL_HEVC_SFR_540p_1900K_0,0.4852056271296296,TNFNFL_0,HEVC,SFR,540p,1900
95,EPLDay_HEVC_SFR_720p_2200K_0,1.2096593544444445,EPLDay_0,HEVC,SFR,720p,2200
96,USOpen_HEVC_HFR_720p_2200K_166,1.441558071111111,USOpen_166,HEVC,HFR,720p,2200
97,TNFF_AVC_SFR_540p_1200K_144,-0.04399570253571429,TNFF_144,AVC,SFR,540p,1200
98,USOpen_AVC_SFR_540p_1200K_0,0.45973501592592597,USOpen_0,AVC,SFR,540p,1200
99,Cricket1_HEVC_HFR_396p_900K_86,-0.4122375835777778,Cricket1_86,HEVC,HFR,396p,900
100,EPLDay_HEVC_HFR_540p_1100K_8,0.37616833981481484,EPLDay_8,HEVC,HFR,540p,1100
101,TNFNFL_HEVC_SFR_288p_300K_0,-1.177624198888889,TNFNFL_0,HEVC,SFR,288p,300
102,TNFF_HEVC_SFR_396p_600K_16,-0.2875987341481481,TNFF_16,HEVC,SFR,396p,600
103,USOpen_AVC_SFR_720p_2000K_0,0.9020820241481482,USOpen_0,AVC,SFR,720p,2000
104,EPLDay_AVC_HFR_720p_2200K_8,0.8362178092592594,EPLDay_8,AVC,HFR,720p,2200
105,Cricket2_HEVC_SFR_720p_2200K_90,0.5516236010148147,Cricket2_90,HEVC,SFR,720p,2200
106,TNFNFL_HEVC_SFR_540p_1100K_0,0.16784190857407405,TNFNFL_0,HEVC,SFR,540p,1100
107,TNFF_HEVC_SFR_540p_1900K_16,0.913275941925926,TNFF_16,HEVC,SFR,540p,1900
108,EPLNight_HEVC_SFR_720p_2200K_0,1.1977207061851853,EPLNight_0,HEVC,SFR,720p,2200
109,Cricket2_AVC_HFR_720p_2200K_90,0.4586921888888889,Cricket2_90,AVC,HFR,720p,2200
110,Cricket1_HEVC_SFR_720p_2200K_86,0.8892356981481482,Cricket1_86,HEVC,SFR,720p,2200
111,USOpen_AVC_SFR_540p_1200K_166,0.6494869314074074,USOpen_166,AVC,SFR,540p,1200
112,Cricket2_HEVC_HFR_288p_300K_90,-0.9997190124814814,Cricket2_90,HEVC,HFR,288p,300
113,EPLDay_AVC_SFR_540p_1800K_8,0.513742937037037,EPLDay_8,AVC,SFR,540p,1800
114,TNFF_HEVC_SFR_540p_1900K_144,0.7860294389285712,TNFF_144,HEVC,SFR,540p,1900
115,Cricket1_AVC_SFR_396p_400K_86,-0.4291944644444445,Cricket1_86,AVC,SFR,396p,400
116,USOpen_HEVC_SFR_396p_900K_0,-0.03338564859259258,USOpen_0,HEVC,SFR,396p,900
117,EPLNight_AVC_SFR_396p_400K_0,-0.5488501967407408,EPLNight_0,AVC,SFR,396p,400
118,Cricket1_HEVC_SFR_396p_900K_86,-0.06729150251851851,Cricket1_86,HEVC,SFR,396p,900
119,EPLNight_AVC_SFR_540p_1800K_0,0.5365864831111111,EPLNight_0,AVC,SFR,540p,1800
120,USOpen_HEVC_SFR_540p_1100K_0,0.509781745274074,USOpen_0,HEVC,SFR,540p,1100
121,EPLDay_AVC_SFR_720p_2000K_8,0.3075048211111111,EPLDay_8,AVC,SFR,720p,2000
122,TNFF_AVC_HFR_396p_600K_144,-1.115880517037037,TNFF_144,AVC,HFR,396p,600
123,EPLNight_AVC_HFR_396p_900K_0,-0.2581047699444444,EPLNight_0,AVC,HFR,396p,900
124,TNFNFL_HEVC_HFR_720p_2200K_0,0.6807644397407406,TNFNFL_0,HEVC,HFR,720p,2200
125,TNFF_AVC_SFR_720p_2000K_144,0.6815789106666666,TNFF_144,AVC,SFR,720p,2000
126,EPLNight_HEVC_HFR_540p_1900K_0,0.6861506288888889,EPLNight_0,HEVC,HFR,540p,1900
127,EPLDay_HEVC_SFR_540p_1900K_8,1.378745202962963,EPLDay_8,HEVC,SFR,540p,1900
128,EPLNight_HEVC_HFR_396p_900K_0,-0.12757835328148148,EPLNight_0,HEVC,HFR,396p,900
129,TNFF_HEVC_SFR_720p_2200K_16,1.0067361709259257,TNFF_16,HEVC,SFR,720p,2200
130,EPLDay_HEVC_HFR_540p_1900K_0,0.3734076966785715,EPLDay_0,HEVC,HFR,540p,1900
131,Cricket1_HEVC_HFR_540p_1900K_86,0.6109819847925926,Cricket1_86,HEVC,HFR,540p,1900
132,USOpen_HEVC_HFR_396p_900K_166,0.06550146488888889,USOpen_166,HEVC,HFR,396p,900
133,TNFF_AVC_HFR_540p_1300K_16,0.1538921934962963,TNFF_16,AVC,HFR,540p,1300
134,Cricket2_HEVC_SFR_288p_300K_90,-0.8882790366666667,Cricket2_90,HEVC,SFR,288p,300
135,TNFNFL_AVC_SFR_396p_800K_0,-0.45871031791481487,TNFNFL_0,AVC,SFR,396p,800
136,USOpen_HEVC_HFR_396p_600K_0,-0.020803205429629632,USOpen_0,HEVC,HFR,396p,600
137,USOpen_HEVC_HFR_540p_1100K_166,0.7468874451851851,USOpen_166,HEVC,HFR,540p,1100
138,EPLNight_HEVC_HFR_396p_600K_0,-0.22373507474074075,EPLNight_0,HEVC,HFR,396p,600
139,EPLDay_HEVC_HFR_396p_600K_0,-0.39360440319629625,EPLDay_0,HEVC,HFR,396p,600
140,Cricket1_HEVC_SFR_396p_600K_86,-0.16891638896296293,Cricket1_86,HEVC,SFR,396p,600
141,TNFNFL_HEVC_SFR_396p_900K_0,-0.0439167173888889,TNFNFL_0,HEVC,SFR,396p,900
142,Cricket1_HEVC_SFR_540p_1900K_86,0.4589252671481482,Cricket1_86,HEVC,SFR,540p,1900
143,EPLDay_AVC_SFR_396p_800K_8,-1.1020045751851852,EPLDay_8,AVC,SFR,396p,800
144,Cricket2_HEVC_SFR_540p_1900K_90,0.30430683459259256,Cricket2_90,HEVC,SFR,540p,1900
145,TNFF_HEVC_SFR_540p_1100K_16,0.374966570925926,TNFF_16,HEVC,SFR,540p,1100
146,EPLDay_AVC_HFR_396p_600K_0,-0.7171733642592593,EPLDay_0,AVC,HFR,396p,600
147,Cricket2_AVC_SFR_720p_2000K_90,0.7754720966666666,Cricket2_90,AVC,SFR,720p,2000
148,Cricket1_AVC_HFR_396p_600K_86,-0.5017387788888888,Cricket1_86,AVC,HFR,396p,600
149,TNFNFL_AVC_HFR_288p_300K_0,-1.434275888148148,TNFNFL_0,AVC,HFR,288p,300
150,TNFF_AVC_SFR_540p_1200K_16,0.2017452497407408,TNFF_16,AVC,SFR,540p,1200
151,USOpen_HEVC_HFR_540p_1100K_0,0.6580439081851852,USOpen_0,HEVC,HFR,540p,1100
152,TNFNFL_HEVC_HFR_288p_300K_0,-1.378491952962963,TNFNFL_0,HEVC,HFR,288p,300
153,EPLDay_AVC_SFR_396p_400K_8,-1.242826136296296,EPLDay_8,AVC,SFR,396p,400
154,TNFNFL_AVC_HFR_540p_1300K_0,-0.2699041594444444,TNFNFL_0,AVC,HFR,540p,1300
155,EPLDay_HEVC_HFR_396p_900K_8,-0.38244683425925924,EPLDay_8,HEVC,HFR,396p,900
156,USOpen_HEVC_SFR_540p_1900K_166,0.784560720148148,USOpen_166,HEVC,SFR,540p,1900
157,EPLDay_HEVC_HFR_720p_2200K_0,1.0337136929629631,EPLDay_0,HEVC,HFR,720p,2200
158,TNFF_AVC_SFR_540p_1800K_16,0.3893556937037037,TNFF_16,AVC,SFR,540p,1800
159,TNFNFL_HEVC_HFR_540p_1100K_0,0.030777182740740736,TNFNFL_0,HEVC,HFR,540p,1100
160,TNFF_AVC_HFR_720p_2200K_16,0.7742548356888888,TNFF_16,AVC,HFR,720p,2200
161,EPLDay_AVC_SFR_540p_1200K_8,-0.03774340724814814,EPLDay_8,AVC,SFR,540p,1200
162,USOpen_HEVC_HFR_288p_300K_166,-0.9788251488888888,USOpen_166,HEVC,HFR,288p,300
163,TNFF_HEVC_SFR_540p_1100K_144,0.17027853785185185,TNFF_144,HEVC,SFR,540p,1100
164,EPLNight_AVC_SFR_288p_200K_0,-1.2597752444444443,EPLNight_0,AVC,SFR,288p,200
165,TNFF_HEVC_HFR_720p_2200K_144,0.771123725185185,TNFF_144,HEVC,HFR,720p,2200
166,EPLDay_HEVC_SFR_540p_1900K_0,0.2948393027857143,EPLDay_0,HEVC,SFR,540p,1900
167,Cricket1_AVC_SFR_540p_1200K_86,0.22550924323076924,Cricket1_86,AVC,SFR,540p,1200
168,TNFF_HEVC_SFR_288p_300K_144,-1.2146828911111112,TNFF_144,HEVC,SFR,288p,300
169,USOpen_AVC_HFR_396p_600K_166,-0.33734020822222216,USOpen_166,AVC,HFR,396p,600
170,TNFNFL_AVC_SFR_288p_200K_0,-1.7009844962962961,TNFNFL_0,AVC,SFR,288p,200
171,USOpen_AVC_HFR_288p_300K_0,-0.6081428359259259,USOpen_0,AVC,HFR,288p,300
172,EPLNight_HEVC_HFR_720p_2200K_0,1.1433158875555554,EPLNight_0,HEVC,HFR,720p,2200
173,TNFF_HEVC_SFR_396p_900K_16,-0.023031921985185198,TNFF_16,HEVC,SFR,396p,900
174,EPLDay_HEVC_SFR_720p_2200K_8,1.2074679474074073,EPLDay_8,HEVC,SFR,720p,2200
175,USOpen_HEVC_HFR_540p_1900K_0,0.6244004490740741,USOpen_0,HEVC,HFR,540p,1900
176,TNFNFL_AVC_SFR_396p_400K_0,-1.2132225470370372,TNFNFL_0,AVC,SFR,396p,400
177,Cricket1_AVC_SFR_396p_800K_86,-0.23720792394814813,Cricket1_86,AVC,SFR,396p,800
178,TNFNFL_AVC_HFR_396p_900K_0,-0.8084074111370371,TNFNFL_0,AVC,HFR,396p,900
179,TNFF_AVC_HFR_288p_300K_16,-1.0989757328148149,TNFF_16,AVC,HFR,288p,300
180,Cricket2_HEVC_SFR_396p_600K_90,-0.3689560453444444,Cricket2_90,HEVC,SFR,396p,600
181,TNFF_HEVC_SFR_288p_300K_16,-1.0994533444444445,TNFF_16,HEVC,SFR,288p,300
182,USOpen_AVC_HFR_720p_2200K_0,1.3496367416666668,USOpen_0,AVC,HFR,720p,2200
183,EPLDay_HEVC_HFR_720p_2200K_8,1.042677162962963,EPLDay_8,HEVC,HFR,720p,2200
184,USOpen_HEVC_HFR_720p_2200K_0,1.0124098618518518,USOpen_0,HEVC,HFR,720p,2200
185,EPLDay_HEVC_HFR_288p_300K_8,-1.2882728159259258,EPLDay_8,HEVC,HFR,288p,300
186,TNFNFL_HEVC_SFR_396p_600K_0,-0.39456905601481473,TNFNFL_0,HEVC,SFR,396p,600
187,TNFF_HEVC_HFR_396p_600K_144,-0.5769289166296296,TNFF_144,HEVC,HFR,396p,600
188,Cricket1_AVC_HFR_540p_1900K_86,0.536744130888889,Cricket1_86,AVC,HFR,540p,1900
189,EPLNight_SRC_SRC_SRC_SRC_0,2.0497685795555554,EPLNight_0,SRC,SRC,SRC,100000
190,TNFF_AVC_HFR_540p_1900K_144,0.17206782088888892,TNFF_144,AVC,HFR,540p,1900
191,Cricket1_AVC_HFR_288p_300K_86,-0.9177225942962963,Cricket1_86,AVC,HFR,288p,300
192,USOpen_HEVC_SFR_540p_1900K_0,0.5114903537037038,USOpen_0,HEVC,SFR,540p,1900
193,USOpen_SRC_SRC_SRC_SRC_166,1.7255241807407404,USOpen_166,SRC,SRC,SRC,100000
194,TNFF_AVC_SFR_288p_200K_16,-1.6299062814814815,TNFF_16,AVC,SFR,288p,200
195,EPLNight_AVC_HFR_288p_300K_0,-1.3019503681481481,EPLNight_0,AVC,HFR,288p,300
196,TNFNFL_AVC_SFR_720p_2000K_0,0.1807834610740741,TNFNFL_0,AVC,SFR,720p,2000
197,Cricket2_HEVC_HFR_540p_1100K_90,0.2043869725703704,Cricket2_90,HEVC,HFR,540p,1100
198,TNFF_AVC_HFR_396p_900K_144,-0.6589825725037037,TNFF_144,AVC,HFR,396p,900
199,Cricket2_AVC_HFR_288p_300K_90,-0.9169318581481481,Cricket2_90,AVC,HFR,288p,300
200,EPLNight_HEVC_SFR_396p_600K_0,-0.1460650346414815,EPLNight_0,HEVC,SFR,396p,600
201,TNFNFL_AVC_SFR_540p_1200K_0,0.0060564930178571485,TNFNFL_0,AVC,SFR,540p,1200
202,Cricket2_AVC_HFR_540p_1300K_90,0.18345652933333334,Cricket2_90,AVC,HFR,540p,1300
203,USOpen_AVC_HFR_540p_1900K_166,0.665335603185185,USOpen_166,AVC,HFR,540p,1900
204,TNFF_HEVC_HFR_540p_1100K_144,0.06845602014814813,TNFF_144,HEVC,HFR,540p,1100
205,EPLNight_HEVC_SFR_288p_300K_0,-1.2181680972592592,EPLNight_0,HEVC,SFR,288p,300
206,USOpen_AVC_HFR_288p_300K_166,-1.265321219814815,USOpen_166,AVC,HFR,288p,300
207,Cricket2_AVC_SFR_540p_1800K_90,0.22424569583333334,Cricket2_90,AVC,SFR,540p,1800
208,EPLDay_HEVC_HFR_396p_900K_0,-0.42626005803703704,EPLDay_0,HEVC,HFR,396p,900
209,TNFNFL_HEVC_HFR_396p_900K_0,-0.5483679074074075,TNFNFL_0,HEVC,HFR,396p,900
210,Cricket2_HEVC_HFR_396p_600K_90,-0.24647771272592595,Cricket2_90,HEVC,HFR,396p,600
211,EPLDay_HEVC_SFR_396p_900K_0,-0.35365363398888894,EPLDay_0,HEVC,SFR,396p,900
212,Cricket2_AVC_SFR_396p_800K_90,-0.3011530344074074,Cricket2_90,AVC,SFR,396p,800
213,EPLDay_HEVC_SFR_288p_300K_0,-1.167133827037037,EPLDay_0,HEVC,SFR,288p,300
214,TNFF_HEVC_HFR_396p_600K_16,-0.6027466114814815,TNFF_16,HEVC,HFR,396p,600
215,EPLDay_HEVC_HFR_540p_1900K_8,0.6254749732678571,EPLDay_8,HEVC,HFR,540p,1900
216,USOpen_AVC_HFR_396p_600K_0,0.0209051577037037,USOpen_0,AVC,HFR,396p,600
217,EPLNight_HEVC_SFR_396p_900K_0,-0.23610861857142856,EPLNight_0,HEVC,SFR,396p,900
218,Cricket2_HEVC_SFR_540p_1100K_90,0.3167359655555555,Cricket2_90,HEVC,SFR,540p,1100
219,USOpen_AVC_SFR_720p_2000K_166,1.3869937799259258,USOpen_166,AVC,SFR,720p,2000
220,EPLNight_AVC_SFR_540p_1200K_0,0.364520583037037,EPLNight_0,AVC,SFR,540p,1200
221,TNFF_AVC_SFR_396p_400K_144,-0.9331300885185184,TNFF_144,AVC,SFR,396p,400
222,USOpen_AVC_HFR_540p_1300K_166,0.6012516471962962,USOpen_166,AVC,HFR,540p,1300
223,EPLDay_HEVC_HFR_288p_300K_0,-1.2668622122222222,EPLDay_0,HEVC,HFR,288p,300
224,USOpen_HEVC_HFR_540p_1900K_166,1.0080821666666668,USOpen_166,HEVC,HFR,540p,1900
225,Cricket2_HEVC_HFR_540p_1900K_90,0.22589219038518515,Cricket2_90,HEVC,HFR,540p,1900
226,USOpen_AVC_SFR_396p_400K_0,-0.1839628097777778,USOpen_0,AVC,SFR,396p,400
227,TNFF_AVC_HFR_288p_300K_144,-1.4635099837037038,TNFF_144,AVC,HFR,288p,300
228,TNFF_SRC_SRC_SRC_SRC_16,1.833865411111111,TNFF_16,SRC,SRC,SRC,100000
229,Cricket1_AVC_HFR_720p_2200K_86,0.704427912,Cricket1_86,AVC,HFR,720p,2200
230,Cricket2_AVC_SFR_288p_200K_90,-1.2050194985185185,Cricket2_90,AVC,SFR,288p,200
231,EPLDay_HEVC_SFR_396p_600K_0,-0.4607808379814814,EPLDay_0,HEVC,SFR,396p,600
232,TNFF_SRC_SRC_SRC_SRC_144,1.1981419892592593,TNFF_144,SRC,SRC,SRC,100000
233,EPLDay_SRC_SRC_SRC_SRC_0,2.3382555888888885,EPLDay_0,SRC,SRC,SRC,100000
234,EPLNight_HEVC_HFR_540p_1100K_0,0.43573863498518517,EPLNight_0,HEVC,HFR,540p,1100
235,Cricket1_AVC_SFR_288p_200K_86,-1.1600020944444445,Cricket1_86,AVC,SFR,288p,200
236,TNFF_HEVC_HFR_720p_2200K_16,0.8018267296296295,TNFF_16,HEVC,HFR,720p,2200
237,USOpen_HEVC_SFR_720p_2200K_0,0.8936374066666665,USOpen_0,HEVC,SFR,720p,2200
238,TNFF_AVC_SFR_540p_1800K_144,0.284769924962963,TNFF_144,AVC,SFR,540p,1800
239,USOpen_HEVC_SFR_396p_600K_166,-0.04210913085185185,USOpen_166,HEVC,SFR,396p,600
240,TNFF_AVC_HFR_540p_1300K_144,-0.15612295674074075,TNFF_144,AVC,HFR,540p,1300
241,TNFNFL_AVC_HFR_396p_600K_0,-1.006083001148148,TNFNFL_0,AVC,HFR,396p,600
242,EPLDay_HEVC_SFR_288p_300K_8,-1.3111576762962966,EPLDay_8,HEVC,SFR,288p,300
243,EPLNight_AVC_HFR_540p_1900K_0,0.5607348780592593,EPLNight_0,AVC,HFR,540p,1900
244,EPLDay_AVC_SFR_396p_400K_0,-1.352775360962963,EPLDay_0,AVC,SFR,396p,400
245,USOpen_HEVC_SFR_396p_900K_166,-0.07196645425925924,USOpen_166,HEVC,SFR,396p,900
246,Cricket1_AVC_HFR_396p_900K_86,-0.2983187637037037,Cricket1_86,AVC,HFR,396p,900
247,TNFNFL_HEVC_HFR_540p_1900K_0,0.4006169760992592,TNFNFL_0,HEVC,HFR,540p,1900
248,Cricket1_HEVC_HFR_540p_1100K_86,0.4163514989629629,Cricket1_86,HEVC,HFR,540p,1100
